,event_id,Полное наименование,Сокращенное наименование,Адрес,ИНН,ОГРН,Дата собрания,Форма собрания,Дивиденды,Совет директоров
161,PkTNEkCb2EijTbbnKxMTVA-B-B,Закрытое акционерное общество «КРАУС-М»,ЗАО «КРАУС-М»,"123104 Москва, Тверской бульвар, д. 13, стр. 1",7717127797,1027739268699,2021-06-03,собрание,принято решение выплатить дивиденды,"['Белова Игоря Сергеевича', 'Рисухину Марину Вилорьевну', 'Попова Владимира Александровича', 'Филиппова Павла Александровича']"
162,UVFkL983JEWI76wGy79-Cgg-B-B,"Акционерное общество ""Группа компаний ""Пионер""","АО ""ГК ""Пионер""","119435, г. Москва, ул. Пироговская М., д. 3, эт. 4, пом. I, ком. 18",7703635416,5077746855049,2021-06-02,собрание,вопрос не поднимался,
163,XEQW84ONGkWHfEt17NE-Cpg-B-B,"Общество с ограниченной ответственностью ""ГТЛК-1520""","ООО ""ГТЛК-1520""",город Москва,7714435063,1187746938213,2021-06-02,собрание,вопрос не поднимался,[]
164,zWwqKeMZZ0yGEMbYxnXZ7g-B-B,Публичное акционерное общество «Нефтяная компания «Роснефть».,ПАО «НК «Роснефть».,"Российская Федерация, г. Москва.",7706107510,1027700043502,2021-06-01,заочное голосование,принято решение выплатить дивиденды,
165,x-CZLytf2bEetcGGB5fUXcA-B-B,"Акционерное общество ""Нефтегазпромстрой""","АО ""Нефтегазпромстрой""",1101000 МОСКВА ГОРОД УЛИЦА МЯСНИЦКАЯ ДОМ 46СТРОЕНИЕ 1 ЭТАЖ 3 КОМ. 314,7701102780,1027739027546,2021-06-02,собрание,принято решение не выплачивать дивиденды,
166,ESRiqsSA10uR3fQxDtSM4Q-B-B,"""Российский акционерный коммерческий дорожный банк""(публичное акционерное общество)","ПАО ""РосДорБанк""","115093, г.Москва, ул. Дубининская, 86",7718011918,1027739857958,2021-06-02,заочное голосование,вопрос не поднимался,
167,MXv-A6DmKw0OueTsywcaDwQ-B-B,"Публичное акционерное общество энергетики и электрификации ""Передвижная энергетика""","ПАО ""Передвижная энергетика""","Российская Федерация, г. Москва",7719019846,1027700465418,2021-06-01,собрание,принято решение не выплачивать дивиденды,
168,sb6XlM8M2UObaRZWlQF5tA-B-B,Публичное акционерное общество «Международный Медицинский Центр Обработки и Криохранения Биоматериалов»,ПАО «ММЦБ»,"РФ, г. Москва",7736317497,1187746787810,2021-06-01,собрание,вопрос не поднимался,
169,8pRh5dBo20CqlV08KyeWsg-B-B,"Открытое акционерное общество "" Научно-производственное объединение ""Физика""","ОАО НПО ""Физика""","117587, г. Москва, Варшавское шоссе, д.125Ж",7726019607,1027700321901,2021-06-01,заочное голосование,вопрос не поднимался,"['Аринушкина Светлана Николаевна', 'Власов Владимир Андреевич', 'Гуляев Игорь Михайлович', 'Кузнецов Алексей Львович', 'Савотина Александра Юрьевна', 'Савотин Константин Юрьевич', 'Тищенко Сергей Николаевич']"
170,ET1YLhouBkihdfbqw1uZhg-B-B,"Публичное акционерное общество ""СИБУР Холдинг""","ПАО ""СИБУР Холдинг""","Тюменская область, г. Тобольск, Восточный промышленный район, квартал 1, № 6, строение 30",7727547261,1057747421247,2021-05-31,заочное голосование,вопрос не поднимался,
171,Ej-CpnxQjK0605p5nluFKGQ-B-B,"Акционерное общество ""Фабрика им. Н.Э.Баумана""","АО ""Фабрика им. Н.Э.Баумана""","129090, город Москва, ул. Мещанская, дом 9/14, строение 1, эт. 5, пом. I, к 5.",7701036262,1027700060981,2021-06-01,собрание,принято решение не выплачивать дивиденды,
172,GMUCH0FmhE2cF-AtEyVShvg-B-B,"Публичное акционерное общество  "" Мосэнергосетьстрой""","ПАО ""МЭСС""","115280, РОССИЯ, МОСКВА Г., МУНИЦИПАЛЬНЫЙ ОКРУГ ДАНИЛОВСКИЙ ВН.ТЕР.Г., ЛЕНИНСКАЯ СЛОБОДА УЛ., Д. 19, ЭТАЖ 6, КОМ. 3Ж,3И",7705654189,1057746555900,2021-06-01,заочное голосование,принято решение не выплачивать дивиденды,"['Малицкий Виталий', 'Крушанов Павел Анатольевич', 'Овакимян Завен Рубенович', 'Шахмурадов Генрих Робертович', 'Акобян Абраам Саакович', 'Саргсян Арутюн Марсикович', 'Циноев Тимур Тамерланович', 'Подольников Алексей Юрьевич', 'Солопова Екатерина Алексеевна', 'РЕШЕНИЕ ПРИНЯТО']"
173,2ZeP37cwXk2795Spi8rovQ-B-B,"Открытое акционерное общество ""Управление механизации и технологического автотранспорта""",ОАО «УМиТАТ»,"Российская Федерация, 123458 г. Москва, ул. маршала Прошлякова, д. 20, стр. 1",7734021590,1027700133801,2021-06-01,собрание,принято решение не выплачивать дивиденды,"['Рябков Валерий Васильевич', 'Литвак Оскар Давидович', 'Харламов Кирилл Викторович', 'Рябков Владислав Валерьевич', 'Гайлюнас Наталья Игоревна']"
174,DYYYqU3VLU2CBUrHZ87RWg-B-B,"Акционерное общество ""Научно-производственное объединение ""Московский радиотехнический завод""","АО ""НПО ""МРТЗ""","г.Москва, ул.Верейская, д.29",7731018133,1027739090708,2021-05-31,заочное голосование,принято решение не выплачивать дивиденды,"['Бранчугов Виктор Викторович', 'Грабарев Алексей Викторович', 'Кабанов Михаил Юрьевич', 'Лагутенков Анатолий Федорович', 'Маргелов Владимир Витальевич', 'Романов Андрей Борисович', 'Туманов Владимир Викторович']"
175,wVyC23SZMk-CpdCLEDqTzmQ-B-B,Закрытое акционерное общество «Ламбумиз»,ЗАО «Ламбумиз»,"121471, Москва, Рябиновая ул., д. 51А",7729038566,1027700146605,2021-05-31,заочное голосование,принято решение не выплачивать дивиденды,"['АБАЛАКОВ АЛЕКСАНДР НИКОЛАЕВИЧ', 'ГЕЙКИН АЛЕКСЕЙ МИХАЙЛОВИЧ', 'БОТВИН СЕРГЕЙ ЛЕОНТЬЕВИЧ', 'ДАВЫДЕНКО СЕРГЕЙ', 'КИРЕЕВ ВАЛЕРИЙ ВЛАДИМИРОВИЧ']"
176,kucmvVTxOEaVNdwXlKTj2Q-B-B,Публичное акционерное общество «Авиационная холдинговая компания «Сухой»,ПАО «Компания «Сухой»,"125284, г. Москва, ул. Поликарпова, 23 Б",7740000090,1037740000649,2021-05-31,заочное голосование,вопрос не поднимался,[]
177,yXnPQhSrikqqDieFC3YfmQ-B-B,"Закрытое акционерное общество ""Аптека на Римского-Корсакова""","ЗАО ""Аптека на Римского-Корсакова""",127566 г. Москва ул. Римского-Корсакова д.12,7715019901,1027700314070,2021-05-31,заочное голосование,принято решение выплатить дивиденды,
178,oXNxDFjsf0Gmk4wcwQCRZA-B-B,Банк ЗЕНИТ (публичное акционерное общество),ПАО Банк ЗЕНИТ,"Российская Федерация, г. Москва",7729405872,1027739056927,2021-05-31,заочное голосование,принято решение не выплачивать дивиденды,
179,vQZB73ia8U-CeokFL8KqUuA-B-B,"Открытое акционерное общество ""Технопарк ""Орбита""","ОАО ""Технопарк ""Орбита""","123592, г. Москва, ул. Кулакова, д.20",7734052340,1027700016673,2021-05-31,собрание,принято решение не выплачивать дивиденды,
180,yZGIAHVFd0-Cje7rkFeuHgA-B-B,"Акционерное общество ""Научно-исследовательский институт ""Элпа"" с опытным производством""","АО ""НИИ ""Элпа""","124460, г. Москва, Зеленоград, Панфиловский проспект, дом 10",7735064772,1027739098760,2021-05-28,заочное голосование,принято решение не выплачивать дивиденды,"['Безруков Евгений Владимирович', 'Дудова Светлана Евгеньевна', 'Капустин Андрей Анатольевич', 'Кирюшина Наталия Михайловна', 'Феоктистов Сергей Анатольевич']"
181,-CLPxwLStZEir0dB1bwQKZw-B-B,"Открытое акционерное общество Институт ""Прикладной биохимии и машиностроения""","ОАО ""Биохиммаш""","127299, г. Москва, ул. Клары Цеткин, д. 4",7711055120,1027700136958,2021-05-28,собрание,принято решение не выплачивать дивиденды,
182,MCxO-CYBbj0SM2b5XoU-CWIw-B-B,Акционерное общество «ЭКСПОЦЕНТР»,АО «ЭКСПОЦЕНТР»,"123100, Россия, г. Москва, Краснопресненская наб., д. 14",7718033809,1027700167153,2021-05-28,заочное голосование,вопрос не поднимался,"['Аксёнов Иван Владимирович', 'Вялкин Алексей Григорьевич', 'Гусев Николай Николаевич', 'Катырин Сергей Николаевич', 'Селиванов Сергей Викторович', 'Страшко Владимир Петрович', 'Фатеев Максим Альбертович', 'Чухрова Людмила Ивановна']"
183,Ldb1KGQA5E6xF-CqCFgawMA-B-B,"Публичное акционерное общество ""Полюс""","ПАО ""Полюс""","Российская Федерация, город Москва",7703389295,1068400002990,2021-05-28,заочное голосование,принято решение выплатить дивиденды,"['Гордон Мария Владимировна', 'Грачев Павел Сергеевич', 'Доулинг Эдвард', 'Керимов Саид Сулейманович', 'Носов Сергей Игоревич', 'Полин Владимир Анатольевич', 'Поттер Кент', 'Стискин Михаил Борисович', 'Чампион Уиллиам']"
184,O0R-ATu7ybE-Cmd88Dxa12Ag-B-B,Акционерное общество «Главная дорога»,АО «Главная дорога»,г.Москва,7726581132,1077762403729,2021-05-28,заочное голосование,вопрос не поднимался,[]
185,jev5I-CvcZ02nrFueqaW5Qg-B-B,"Публичное акционерное общество ""ЛИИН""","ПАО ""ЛИИН""",г. Москва,7708746984,1117746758227,2021-05-28,собрание,принято решение не выплачивать дивиденды,
186,K61TU5NRb0Or7-CS9ag9FVA-B-B,Публичное акционерное общество «Вымпел-Коммуникации»,ПАО «ВымпелКом»,"127083, Российская Федерация, г. Москва, ул. 8 Марта, д. 10, стр. 14",7713076301,1027700166636,2021-05-27,собрание,вопрос не поднимался,
187,WmZURB2VK02efKKMyXFydg-B-B,Публичное акционерное общество «ФосАгро»,ПАО «ФосАгро»,"119333, г. Москва, Ленинский проспект, д. 55/1, стр. 1",7736216869,1027700190572,2021-05-27,заочное голосование,принято решение выплатить дивиденды,"['Бокова Ирина', 'Гурьев Андрей Андреевич', 'Гурьев Андрей Григорьевич', 'Омбудстведт Свен', 'Пашкевич Наталья Владимировна', 'Роджерс Дж Джеймс Билэнд', 'Роле Ксавье', 'Роудс Маркус Джеймс', 'Рыбников Михаил Константинович', 'Шаронов Андрей Владимирович']"
188,JyvrUaZ5-CEOQgirltF9Stg-B-B,"Акционерное общество ""Тойота Банк""","АО ""Тойота Банк""","Российская Федерация, город Москва",7750004136,1077711000058,2021-05-27,заочное голосование,вопрос не поднимался,[]
189,30Ncr36bfkafAUt8dxnwNg-B-B,"Акционерное общество ""Группа Ренессанс Страхование""","АО ""Группа Ренессанс Страхование""","г. Москва, Российская Федерация",7725497022,1187746794366,2021-05-26,собрание,вопрос не поднимался,"['Бабурин Дмитрий Алексеевич', 'Евдокимова Анна Валерьевна', 'Йордан Борис Алексис', 'Козаченко Ярослав Владимирович', 'Компиш Марина Валерьевна', 'Куранов Михаил Сергеевич']"
190,tZHYaUBBwka0XgIGWXmAvQ-B-B,"Акционерное общество ""Научно-исследовательский институт точного машиностроения""",АО НИИТМ,"124460, Россия, Москва, Зеленоград, Панфиловский проспект, д.10",7735043966,1027700037749,2021-05-25,заочное голосование,принято решение не выплачивать дивиденды,"['Бирюкова Михаила Георгиевича', 'Игнатова Павла Викторовича', 'Красникова Геннадия Яковлевича', 'Кухарчук Оксану Викторовну', 'Половинко Анну Александровну', 'Плескова Антона Андреевича', 'Шелепина Николая Алексеевича']"
191,oPV7qnDwH022afN6i0GMeg-B-B,"Открытое акционерное общество  ""Фабрика-прачечная Московских гостиниц""","ОАО ""Фабрика-прачечная МГ""","123290, г.Москва,Шелепихинская набережная, д.32",7734032344,1027700049838,2021-05-26,собрание,принято решение не выплачивать дивиденды,
192,OpNBovJYYka-CkvOE6iMm-AA-B-B,Публичное акционерное общество «Интер РАО ЕЭС»,ПАО «Интер РАО»,"Российская Федерация, г. Москва (адрес: 119435, Российская Федерация, г. Москва, ул. Большая Пироговская, д. 27, стр. 2)",2320109650,1022302933630,2021-05-25,заочное голосование,принято решение выплатить дивиденды,
193,SeqigJEic0ehPaNOaDddoQ-B-B,Публичное акционерное общество «Нефтегазовая компания «Славнефть»,ПАО «НГК «Славнефть»,"Российская Федерация, г. Москва",7707017509,1027739026270,2021-05-25,заочное голосование,вопрос не поднимался,
194,oVV85qY3W0ioq-Aab7slIKA-B-B,Акционерное общество «Экспостроймаш»,АО «Экспостроймаш»,"115201, г.Москва, ул. Котляковская, д.3",7724053105,1027700242921,2021-05-25,собрание,принято решение не выплачивать дивиденды,
195,FHu-C2-CWFH0a7mlS4-CZ-AF7w-B-B,"Публичное акционерное общество ""ЛЕНТА""","ПАО ""ЛЕНТА""","107023, г. Москва, ул. Суворовская, д. 6",7718014940,1037700017277,2021-05-25,собрание,принято решение не выплачивать дивиденды,"['Винокурова Людмила Ивановна', 'Данилов Геннадий Андреевич', 'Данилов Олег Геннадьевич', 'Дергунова Татьяна Евгеньевна', 'Курнаков Владимир Борисович', 'Первушин Владимир Петрович', 'Челпаченко Николай Петрович']"
196,FGV-CH8YWiE-CtfbCj11VvMA-B-B,Акционерное общество «Лидер-Инвест»,АО «Лидер-Инвест»,"Российская Федерация, город Москва",7705619586,1047796714646,2021-05-21,собрание,принято решение не выплачивать дивиденды,"['Берлович Максим Сергеевич', 'Васенев Виктор Юрьевич', 'Кащеев Игорь Николаевич', 'Косолапов Илья Викторович', 'Пожидаева Анна Вячеславовна']"
197,NITZkGFzMEmVmFx-CtIbRAQ-B-B,Публичное акционерное общество «Вымпел-Коммуникации»,ПАО «ВымпелКом»,"127083, Российская Федерация, г. Москва, ул. 8 Марта, д. 10, стр. 14",7713076301,1027700166636,2021-05-24,собрание,вопрос не поднимался,[]
198,B1-CgPkUoGUWp-CDSvSe1qxw-B-B,"Открытое Акционерное Общество ""Трансстройкомплектация""","ОАО ""ТСК""","123317, г.Москва, Звенигородское шоссе, 28",7709030946,1027739051097,2021-05-24,собрание,принято решение выплатить дивиденды,
199,J9yqDb55jE2YYKPrSeTwmw-B-B,"Общество с ограниченной ответственностью ""ПРОМОМЕД ДМ""","ООО ""ПРОМОМЕД ДМ""","129090, ГОРОД МОСКВА, ПРОСПЕКТ МИРА, Д. 13 КОРПУС СТРОЕНИЕ 1 , ОФИС 107/2",7724365841,1167746497280,2021-05-24,заочное голосование,вопрос не поднимался,[]
200,6nIP1CXPEk-CAHRVlACo5bg-B-B,"Акционерное общество ""Конструкторское бюро ""Кунцево""","АО ""КБ ""Кунцево""","121357, г. москва, ул. Верейская, д. 29А, стр. 4",7731014298,1027739633503,2021-05-24,собрание,принято решение не выплачивать дивиденды,
201,MPbd86YBBESxmrUF-A2WPRQ-B-B,"Открытое акционерное общество ""Специальный трест № 1""","ОАО ""СТ-1""","107023, г. Москва, Мажоров переулок, д. 7 А",7719025039,1027739128823,2021-05-24,собрание,принято решение не выплачивать дивиденды,
202,VZ8qUYVlFEStOxE2sYiAMg-B-B,"Открытое акционерное общество ""Фонд содействия ветеранам ""Ветеран-Инвест""","ОАО ""ФСВ ""Ветеран-Инвест""","105082, г. Москва, Переведеновский переулок, дом 18, строение 11",7721007750,1037739295990,2021-05-24,собрание,вопрос не поднимался,
203,PcqPXCBPs0i9epoRscFoLA-B-B,"Публичное акционерное общество ""Объединенная авиастроительная корпорация""","ПАО ""ОАК""","г. Москва, ул. Б. Пионерская, д. 1",7708619320,1067759884598,2021-05-21,заочное голосование,вопрос не поднимался,
204,vrlkoLfNs0-CxWLueEyOvIQ-B-B,"Общество с ограниченной ответственностью ""Ред Софт""","ООО ""Ред Софт""","121205, г. Москва, Территория Сколково Инновационного Центра, ул. Нобеля, д. 5, эт.2, пом.4",9705000373,5147746028216,2021-05-21,собрание,вопрос не поднимался,[]
205,0Kx05lMIAUe0lrM5axDpyg-B-B,"Акционерное общество Специализированное Конструкторское Бюро ""СПУРТ""","АО СКБ ""СПУРТ""","124460 г. Москва, г. Зеленоград, проспект Генерала Алексеева, дом 12",7735053210,1027700177834,2021-05-21,собрание,принято решение не выплачивать дивиденды,"['Тимаков Сергей Александрович', 'Коршун Игорь Виталиевич', 'Семенова Эльвира Валерьевна', 'Медведев Сергей Игоревич', 'Смирнов Александр Юрьевич']"
206,GWUxcAvEsEWoP5cWzAyMtA-B-B,Открытое акционерное общество «ВНИПП».,ОАО «ВНИПП»,"115088 Москва, 2-ая ул. Машиностроения, д.25",7722011702,1027700115464,2021-05-21,собрание,принято решение выплатить дивиденды,[]
207,9O0NOmC1YE2nSdb6XJ2abQ-B-B,"Публичное акционерное общество ""Научно-производственный центр НИИЭС""","ПАО ""НПЦ НИИЭС""","109052, г. Москва, ул. Смирновская, д. 25",7722023521,1027739114391,2021-05-21,собрание,вопрос не поднимался,[]
208,uj3k9q-AySU-CF280cV94eFw-B-B,"Акционерное общество ""Радиотехнический институт имени академика А.Л. Минца""",АО РТИ,"Российская Федерация,  127083,  г. Москва,  ул. 8 Марта,  д. 10, стр. 1",7713006449,1027739323831,2021-05-20,заочное голосование,вопрос не поднимался,
209,4x-CxdqfFI0-CGTkzNTJntSA-B-B,"Акционерное общество ""Инженерный центр по микроэлектронике""","АО ""ИЦМ""","124498, г. Москва, г. Зеленоград, Георгиевский проспект, дом 5, строение 1, комната 19",7735002800,1037739406033,2021-05-20,собрание,принято решение не выплачивать дивиденды,[]
210,KgLlK3z010qc4a579urEzw-B-B,"Открытое акционерное общество ""Завод железобетонных изделий - 6""","ОАО ""Завод ЖБИ-6""","109052, г. Москва, Новохохловская улица, 89.",7722013361,1027700066151,2021-05-20,собрание,принято решение не выплачивать дивиденды,"['Колесников Сергей Викторович', 'Кононов Виктор Леонтьевич', 'Мостовая Елена Михайловна', 'Коровкина Оксана Сергеевна', 'Шалаева Надежда Николаевна']"
211,c29zH0wmR06V6E7stfRrCg-B-B,Государственный специализированный Российский экспортно-импортный банк (акционерное общество),АО РОСЭКСИМБАНК,"Российская Федерация, 123610, г. Москва, Краснопресненская наб. д.12",7704001959,1027739109133,2021-05-20,собрание,вопрос не поднимался,[]
212,dHNYTbfS8U2u-A1Hs5dNIeQ-B-B,"Акционерное общество ""Группа компаний ""Пионер""","АО ""ГК ""Пионер""","119435, г. Москва, ул. Пироговская М., д. 3, эт. 4, пом. I, ком. 18",7703635416,5077746855049,2021-05-20,собрание,вопрос не поднимался,
213,w9AEIfP5zES1Fadxi0SMAA-B-B,"Публичное акционерное общество ""Калибр""","ПАО ""Калибр""","Москва, улица Годовикова, дом 9",7717042053,1027739877813,2021-05-20,собрание,принято решение выплатить дивиденды,
214,E37LV-Cp-AtUKo3XyjPSN6oA-B-B,Общество с ограниченной ответственностью «Ипотечный агент Титан-3»,ООО «ИА Титан-3»,"Российская Федерация, г. Москва",7704370755,1167746831713,2021-05-18,собрание,вопрос не поднимался,[]
215,GU8oDtC1s027oMh-C5w-CYeA-B-B,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМЫ БЕЗОПАСНОСТИ""","ООО ""СИСТЕМЫ БЕЗОПАСНОСТИ""","125167, г. Москва, ул. Викторенко, д.5, строение 1, этаж 6 часть комнаты 36.",7705875903,5137746188949,2021-05-19,собрание,вопрос не поднимался,"['Баженова Инна Владимировна', 'Токарев Антон Сергеевич', 'Даварский Александр Омарович', 'Сергеев Александр Алексеевич', 'Бочко Иван Андреевич']"
216,qS4klypZE0CgKIcZHYDBJg-B-B,"Публичное акционерное общество ""Центротранстехмонтаж""","ПАО ""ЦТТМ""","107140, г. Москва, 3-й Новый переулок, дом 5",7708009405,1027700161796,2021-05-17,собрание,принято решение не выплачивать дивиденды,"['Левинсон Валерий Захарович', 'Москаленко Алексей Павлович', 'Илларионова Ольга Владимировна', 'Смирнова Надежда Александровна', 'Зайцева Татьяна Викторовна']"
217,B-CYGiEzRikeyi-CIDF1vOqg-B-B,Публичное акционерное общество Страховая Компания «Росгосстрах»,ПАО СК «Росгосстрах»,"140002, Российская Федерация, Московская область, г. Люберцы, ул. Парковая, д. 3",7707067683,1027739049689,2021-05-17,собрание,принято решение не выплачивать дивиденды,"['Галушин Николай Владимирович', 'Гальперин Геннадий Аронович', 'Горегляд Валерий Павлович', 'Задорнов Михаил Михайлович', 'Зильберман Роман Семенович', 'Пахомов Александр Владиславич', 'Старосельская Оксана Борисовна', 'Тюрников Николай Сергеевич', 'Чернин Максим Борисович', 'Чопра Ханнес Шарипутра']"
218,dH-AHZOM53U-ClNGVc8zxyoA-B-B,"Акционерное общество ""Группа компаний ""Пионер""","АО ""ГК ""Пионер""","119435, г. Москва, ул. Пироговская М., д. 3, эт. 4, пом. I, ком. 18",7703635416,5077746855049,2021-05-17,собрание,вопрос не поднимался,[]
219,Td4CCQLUq0O7iiD5jm2YEw-B-B,"Акционерное общество ""МАЛЕДИЛИ-Сильвер""","АО ""МАЛЕДИЛИ-Сильвер""","115172, г. Москва, Гончарная набережная, д.9/16, стр.1",7705051141,1027700460897,2021-05-13,собрание,принято решение не выплачивать дивиденды,"['Азнаурян Тигран Эдуардович', 'Азнаурян Эдуард Саркисович', 'Сафарян Диана Амбарцумовна', 'Сафарян Ленуш Амбарцумовна', 'Сафарян Марина Амбарцумовна']"
220,NEJeU4VZkkCDANQYMEtZCQ-B-B,Открытое акционерное общество «ПРОМСТРОЙ»,ОАО «ПРОМСТРОЙ»,"127055, г. Москва, ул. Палиха, д. 13/1",7707043587,1027739526792,2021-05-17,собрание,принято решение выплатить дивиденды,"['Мостовая Елена Михайловна', 'Шалаева Надежда Николаевна', 'Шульман Самуил Хаимович', 'Фомина Антонина Павловна', 'Свирский Игорь Семенович', 'Максименков Алексей Александрович', 'Непомнящая Елена Андреевна']"
221,j7jJMjZoCEyBignyUyb0tw-B-B,"Публичное акционерное общество ""Объединение Орджоникидзе 11""","ПАО ""О11""","115419, г. Москва, ул. Орджоникидзе, д. 11",7725008666,1037739302292,2021-05-17,заочное голосование,принято решение не выплачивать дивиденды,"['Горский Сергей Вячеславович', 'Гугнин Валерий Константинович', 'Дубленский Сергей Викторович', 'Кондрашов Сергей Сергеевич', 'Малинин Максим Александрович', 'Мелихов Сергей Владимирович', 'Пушкарев Федор Андреевич']"
222,67kt56Ewf0SUZUg1ExcJGw-B-B,Публичное акционерное общество «Туполев»,ПАО «Туполев»,"105005, г. Москва, наб. Академика Туполева, д. 17",7705313252,1027739263056,2021-05-17,собрание,вопрос не поднимался,[]
223,6zwz5RvVo067jtGiktYB9g-B-B,Страховое акционерное общество «ВСК»,САО «ВСК»,"Российская Федерация, 121552, г. Москва, ул. Островная, д.4",7710026574,1027700186062,2021-05-14,собрание,принято решение выплатить дивиденды,
224,UTbzf2i2KUqlXo54KB4wiQ-B-B,"Акционерное общество ""СофтЛайн Трейд""","АО ""СофтЛайн Трейд""","119270, Москва, Лужнецкая набережная, д. 2/4, стр. 3А, оф. 304",7736227885,1027736009333,2021-05-14,заочное голосование,вопрос не поднимался,[]
225,3cZWczA510ucWJhAL-AaIkQ-B-B,"Открытое Акционерное Общество ""СТАНДАРТЭЛЕКТРО""","ОАО ""СТАНДАРТЭЛЕКТРО""","123242, г. Москва, ул. Зоологическая, д.1, стр.1",7710037199,1027700070683,2021-05-14,,вопрос не поднимался,
226,i5NibKLWz02cMLTmLE9PUw-B-B,"Открытое Акционерное Общество ""СТАНДАРТЭЛЕКТРО""","ОАО ""СТАНДАРТЭЛЕКТРО""","123242, г. Москва, ул. Зоологическая, д.1, стр.1",7710037199,1027700070683,2021-05-14,собрание,принято решение не выплачивать дивиденды,
227,ekJWF31mnkuH1UBJJSgcog-B-B,Общество с ограниченной ответственностью «Инновационная  Технологическая Компания «Оптима»,ООО «ИТК «Оптима»,город Москва,7729686084,1117746523421,2021-05-14,собрание,вопрос не поднимался,[]
228,DU-AmD4Xf9UOJJ1NAyMUepA-B-B,"Акционерное Общество ""Научно-Исследовательский институт Экономики рыночных структур""","АО ""НИИЭРС""","107078, г.Москва. ул. Новая Басманная, д.21 стр.1",7708001156,1027739059149,2021-05-14,заочное голосование,принято решение выплатить дивиденды,"['Сухачёва Сергея Ивановича', 'Русину Елену Юрьевну', 'Григорьева Алексея Олеговича', 'Измайлову Людмилу Васильевну', 'Мельникову Людмилу Викторовну']"
229,CGjQQxGOfk-CxVQbH50GqQQ-B-B,"Открытое Акционерное Общество ""ЮЖНЫЙ РЕЧНОЙ ПОРТ""","ОАО ""ЮЖНЫЙ РЕЧНОЙ ПОРТ""","115432, г. Москва 2-ой Южнопортовый проезд, дом 10",7723302535,1027700412970,2021-05-12,собрание,принято решение не выплачивать дивиденды,"['Арутюнян Давид Эрнестович', 'Ваулин Григорий Викторович', 'Комиссаров Леонид Анатольевич', 'Сливинская Инна Григорьевна', 'Старостин Дмитрий Анатольевич']"
230,fodMw7kqH0e-AK2lb1O21ww-B-B,"Публичное акционерное общество ""Авиационный комплекс им. С.В.Ильюшина""","ПАО ""Ил""","Российская Федерация, город Москва",7714027882,1027739118659,2021-05-13,заочное голосование,вопрос не поднимался,[]
231,Jo10kapgY0-CiUpwXarkPMw-B-B,Открытое акционерное общество «АГРОХИМИНВЕСТ»,ОАО «АГРОХИМИНВЕСТ»,"119019, г. Москва ВНУТРИГОРОДСКАЯ ТЕРРИТОРИЯ (ВНУТРИГОРОДСКОЕ МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ) ГОРОДА ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ МУНИЦИПАЛЬНЫЙ ОКРУГ ХАМОВНИКИ, ПЕР. МАЛЫЙ ЗНАМЕНСКИЙ Д. 3/5, СТР. 6, КОМ. 20",7704044952,1027739228626,2021-05-12,собрание,принято решение не выплачивать дивиденды,
232,Av6-A1V-AL-CUq1zjvo8PjBEg-B-B,"Акционерное  общество ""Молодая гвардия""","АО ""Молодая гвардия""","127015, г. Москва, ул.. Новодмитровская, дом 5А, строение 1",7707082177,1027739804146,2021-05-13,собрание,принято решение не выплачивать дивиденды,
233,RztbAsfcakensJqFCUulTg-B-B,"Публичное акционерное общество ""М.видео""","ПАО ""М.видео""","Россия, город Москва",7707602010,5067746789248,2021-05-12,заочное голосование,принято решение выплатить дивиденды,"['Блазе Андреас', 'Гуцериев Саид Михайлович', 'Лапшина Екатерина Викторовна', 'Миракян Авет Владимирович', 'Преображенский Владимир Владимирович', 'Тынкован Александр Анатольевич', 'Фернандес Аиса Энрике Анхель']"
234,HqPyzZySXEqukcW0fFIMKQ-B-B,"Открытое акционерное общество ""Институт автоматизированных систем""","ОАО ""ИАС""",город Москва,7703033108,1027700020776,2021-05-12,заочное голосование,вопрос не поднимался,
235,fIe7K8bBp0qgpt63DjgEig-B-B,"Публичное акционерное общество 
«ПИК-специализированный застройщик»",ПАО «ПИК СЗ»,"Российская Федерация, 123242, г. Москва, 
ул. Баррикадная, д.19, стр.1",7713011336,1027739137084,2021-05-12,собрание,вопрос не поднимался,['Грегор Уильям Моват']
236,03G5bw9QwkCIVvR3Be7owA-B-B,"Акционерное общество ""МаЛеДи-Ли""","АО ""МаЛеДи-Ли""","111024, г. Москва, 4-я Кабельная ул., дом 2",7722011036,1027700425598,2021-05-12,заочное голосование,принято решение не выплачивать дивиденды,"['Карапетян Лилит Гайковна', 'Сафарян Марина Амбарцумовна', 'Сафарян Ленуш Амбарцумовна', 'Азнаурян Тигран Эдуардович', 'Азнаурян Эдуард Саркисович']"
237,kaR7ZTafVkms18uvsCqbmw-B-B,"Общество с ограниченной ответственностью ""ГТЛК-1520""","ООО ""ГТЛК-1520""",город Москва,7714435063,1187746938213,2021-05-12,заочное голосование,вопрос не поднимался,[]
