,event_id,Полное наименование,Сокращенное наименование,Адрес,ИНН,ОГРН,Дата собрания,Форма собрания,Дивиденды,Совет директоров
20,GD5M01o5HU-C0Y2ZFFGkJMg-B-B,Публичное акционерное общество «Авиационная холдинговая компания «Сухой»,ПАО «Компания «Сухой»,"125284, г. Москва, ул. Поликарпова, 23 Б",7740000090,1037740000649,2021-06-29,заочное голосование,принято решение не выплачивать дивиденды,
21,GrytV5OfkUGFJy6KQuJtLw-B-B,"Акционерное общество ""Полипласт""","АО ""Полипласт""","107023, г. Москва, ул. Малая Семеновская, д. 11А, стр. 17, офис 8",7708186108,1037739322598,2021-06-30,собрание,вопрос не поднимался,
22,zu7QSc1qY02ljhbvOxwCmw-B-B,Публичное акционерное общество «ТРАНСКАПИТАЛБАНК»,ТКБ БАНК ПАО,"109147, г. Москва, ул. Воронцовская, д.27/35",7709129705,1027739186970,2021-06-30,заочное голосование,принято решение выплатить дивиденды,"['Селивановский А.С.', 'Грядовая О.В.', 'Ивановский Л.Н.', 'Казаков Б.В.', 'Мау В.А.', 'Мирончик Р.Б.', 'Смирнов О.Е.']"
23,HqdjuBoppkqy-Cwl3PXdAUQ-B-B,Публичное акционерное общество «Росгосстрах Банк»,"ПАО ""РГС Банк""",г. Москва,7718105676,1027739004809,2021-06-30,собрание,принято решение не выплачивать дивиденды,"['Задорнова Михаила Михайловича', 'Зильбермана Романа Семеновича', 'Левина Дмитрия Олеговича', 'Пахомова Александра Владиславича', 'Токарева Алексея Александровича']"
24,pxqAPH8T-C0muZ3mhTHZSIQ-B-B,"Открытое акционерное общество ""Московское речное пароходство""",ОАО МРП,"125195 Москва, Ленинградское шоссе, д.59",7712019406,1027739015611,2021-06-29,заочное голосование,принято решение не выплачивать дивиденды,"['Березин Вадим Федорович', 'Касимов Бахтиёр Валерьевич', 'Косыгин Андрей Борисович', 'Искрин Александр Валерьевич', 'Курочкина Валерия Леонидовна', 'Ершова Светлана Александровна', 'Смоленышев Олег Вячеславович']"
25,Y-CfQt0B49U6CxQUXuMis3Q-B-B,"Акционерное общество ""Всероссийский нефтегазовый научно-исследовательский институт имени академика А.П.Крылова""","АО ""ВНИИнефть""","Российская Федерация, г.Москва, Дмитровский проезд, д.10",7713080756,1027700189857,2021-06-30,собрание,вопрос не поднимался,"['Максимов Денис Николаевич', 'Афанасьев Игорь Семенович', 'Кочетков Кирилл Александрович', 'Литуновский Александр Эрнестович', 'Костин Сергей Михайлович', 'Антоненко Дмитрий Александрович', 'Федорченко Геннадий Дмитриевич']"
26,JM2BMjKaykCUVzG-A20cVBA-B-B,"Открытое акционерное общество ""Лианозовский завод керамзитового гравия""","ОАО ""ЛЗКГ""","127644, город Москва, Вагоноремонтная ул., д. 10",7713300480,1027739798415,2020-06-25,собрание,принято решение выплатить дивиденды,"['Абрамов Максим Алексеевич', 'Сиротинская Милена Николаевна', 'Тришин Владимир Валентинович', 'Сухов Игорь Борисович', 'Уварова Любовь Ивановна']"
27,kt4yDU2D5kWi8za9Pg8EoA-B-B,Публичное акционерное общество «Аэрофлот – российские авиалинии»,ПАО «Аэрофлот»,"119019, Москва, ул. Арбат, д.1",7712040126,1027700092661,2021-06-29,заочное голосование,принято решение не выплачивать дивиденды,"['Савельев Виталий Геннадьевич', 'Полубояринов Михаил Игоревич', 'Кузьминов Ярослав Иванович', 'Каменской Игорь Александрович', 'Чемезов Сергей Викторович', 'Максимов Тимур Игоревич', 'Песков Дмитрий Николаевич', 'Слюсарь Юрий Борисович', 'Шадаев Максут Игоревич', 'Ликсутов Максим Станиславович']"
28,RHrmNCbgl0OW6B0pzKcHIg-B-B,"Открытое Акционерное Общество ""Московский Завод Холодильного Машиностроения ""Искра""","ОАО МЗХМ ""Искра""","115093, Москва, Павловская ул., д. 27/29",7725040638,1037739766679,2021-06-28,собрание,вопрос не поднимался,"['Тужилкин Михаил Викторович', 'Тужилкин Константин Викторович', 'Павлов Андрей Николаевич', 'Макаренко Анастасия Викторовна', 'Добрина Екатерина Леонидовна', 'Избрание Ревизора Общества']"
29,RK5aaYbpUEOpbI8LJDWp4Q-B-B,Публичное акционерное общество «Европейская Электротехника»,ПАО «Европейская Электротехника»,"129344, г. Москва, улица Лётчика Бабушкина, дом 1, корп. 3, этаж 2, пом. IX, комн. 23",7716814300,1167746062703,2021-06-29,заочное голосование,принято решение выплатить дивиденды,"['Каленков Илья Анатольевич', 'Дубенок Сергей Николаевич', 'Лотье Жоель', 'Грубенко Владимир Юрьевич', 'Басков Михаил Вячеславович', 'Смирнов Андрей Владимирович']"
30,70wqoHReAEaIjEotAE4G-CQ-B-B,"Публичное акционерное общество Нефтегазовая компания ""РуссНефть""","ПАО НК ""РуссНефть""","Российская Федерация, г. Москва",7717133960,1027717003467,2021-06-29,заочное голосование,принято решение выплатить дивиденды,"['Дерех Андрей Михайлович', 'Жученко Антон Александрович', 'Зарубин Андрей Леонидович', 'Мартынов Виктор Георгиевич', 'Марченко Вячеслав Владимирович', 'Нэш Энн Виктория', 'Романов Дмитрий Вячеславович', 'Скидельски Роберт Джейкоб Александр', 'Степашин Сергей Вадимович', 'Тихонова Яна Робертовна', 'Тян Роман Николаевич', 'Чернышев Сергей Геннадьевич']"
31,pn6oh9nLd0qB-A3d2koxSvA-B-B,"Акционерное общество ""Центральная пригородная пассажирская компания""","АО ""Центральная ППК""","115054, г. Москва, Павелецкая пл., д. 1А",7705705370,1057749440781,2021-06-29,собрание,принято решение не выплачивать дивиденды,"['Козлова Вера Михайловна', 'Дьячков Павел Кузьмич', 'Оревинин Илья Николаевич', 'Пархоменко Ольга Владимировна', 'Шарифулина Эльмира Зэудэтовна']"
32,va58Sas6-CEeOgXmLLU-Ackw-B-B,"Акционерное общество ""Мостекстильпром""","АО ""Мостекстильпром""","115114, г. Москва, ул. Дербеневская, д. 24, стр. 3",7708044914,1027700568059,2021-06-29,собрание,принято решение не выплачивать дивиденды,"['Гребенщикова Юрия Владимировича', 'Ершова Александра Анатольевича', 'Желудкова Анатолия Серафимовича', 'Кобыльских Павла Алексеевича', 'Смирнова Романа Валерьевича', 'Кузнецова Сергея Михайловича', 'Трошину Елену Борисовну']"
33,pK2eI27l7k6f2SubJQKJbw-B-B,Публичное акционерное общество «Федеральная сетевая компания Единой энергетической системы»,ПАО «ФСК ЕЭС»,"Россия, г. Москва",4716016979,1024701893336,2021-06-29,заочное голосование,принято решение выплатить дивиденды,"['Рюмин Андрей Валерьевич', 'Сниккарс Павел Николаевич', 'Грабчак Евгений Петрович', 'Грачев Павел Сергеевич', 'Каменской Игорь Александрович', 'Ферленги Эрнесто', 'Муров Андрей Евгеньевич', 'Рощенко Николай Павлович', 'Гребцов Павел Владимирович', 'Зарагацкий Александр Аркадьевич', 'Романовская Лариса Анатольевна']"
34,mRD2H5GyZEONJh6Y2tMxyg-B-B,Государственный специализированный Российский экспортно-импортный банк (акционерное общество),АО РОСЭКСИМБАНК,"Российская Федерация, 123610, г. Москва, Краснопресненская наб. д.12",7704001959,1027739109133,2021-06-29,собрание,принято решение выплатить дивиденды,"['Алгульян Даниил Валерьевич', 'Гусаков Никита Валерьевич', 'Ильичев Владимир Евгеньевич', 'Максимов Тимур Игоревич', 'Никишина Вероника Олеговна', 'Осьмаков Василий Сергеевич', 'Полубояринов Михаил Игоревич']"
35,eUg-AXPmz6UifM8DqNlpQCg-B-B,"Акционерное общество ""Опытное конструкторское бюро ""Кристалл""","АО ""ОКБ ""Кристалл""","111024 г. Москва, проезд Энтузиастов, д. 15, корп. 67",7720015691,1027739249009,2021-06-29,заочное голосование,принято решение не выплачивать дивиденды,
36,kTXY8nS1FECELy17tfFDRw-B-B,Общество с ограниченной ответственностью «Фольксваген Банк РУС»,ООО «Фольксваген Банк РУС»,"Российская Федерация, г. Москва",7750005605,1107711000044,2021-06-29,собрание,вопрос не поднимался,[]
37,Q85wyjg2OkWOTmD6uhTMnw-B-B,"Акционерное общесто ""Газпром промгаз""","АО ""Газпром промгаз""","РФ, г. Москва",7734034550,1027700174061,2021-06-29,заочное голосование,принято решение выплатить дивиденды,"['Вагарин Владимир Анатольевич', 'Самсоненко Андрей Петрович', 'Ткаченко Николай Витальевич', 'Кисленко Николай Анатольевич', 'Козлов Илья Николаевич', 'Сторонский Николай Миронович']"
38,sea7TsN9kk2y1wHg3GT5HQ-B-B,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИНВЕСТ-ДЕВЕЛОПМЕНТ""","ПАО ""ИНВЕСТ-ДЕВЕЛОПМЕНТ""","125040, Российская Федерация, г. Москва",7714933728,1147746431469,2021-06-29,собрание,принято решение не выплачивать дивиденды,"['Деспотов Милко Тодоров', 'Манчева Весела Пламенова', 'Такучева Юлия Александрова', 'Ценев Христо Иванов', 'Белянская Маргарита Геннадьевна']"
39,QVVlV8V43UGf7wJqqJOgGg-B-B,"Открытое акционерное общество ""Производственное объединение ""Упаковка""","ОАО ""Упаковка""","115477 Россия, Москва, Промышленная 3",7724174702,1027700343857,2021-06-29,собрание,принято решение не выплачивать дивиденды,
40,m-CE5E3NIdUqKmIVucj5-Cnw-B-B,«СДМ-Банк» (публичное акционерное общество),"""СДМ-Банк"" (ПАО)","125424, Москва, Волоколамское шоссе, 73",7733043350,1027739296584,2021-06-29,собрание,принято решение выплатить дивиденды,"['Будницкого Григория Борисовича', 'Ландсмана Анатолия Яковлевича', 'Нифонтова Кирилла Владимировича', 'Ридника Анатолия Викторовича', 'Солнцева Максима Михайловича', 'Телушкина Александра Владимировича', 'Узуна Владимира Ильича', 'Юдина Андрея Николаевича']"
41,c06nhZd-CAkyhvgawkx0N1w-B-B,"Акционерное общество ""Мосфундаментстрой - 6""","АО ""МФС - 6""","Российская Федерация, 125493, г. Москва, ул. Флотская, дом 5 ""Б""",7711006612,1027739357392,2021-06-28,заочное голосование,принято решение выплатить дивиденды,"['Павлов Виктор Фомич', 'Герасименко Григорий Филиппович', 'Нестеренко Виктор Иванович', 'Нестеренко Иван Викторович', 'Ульянов Юрий Михайлович']"
42,OCUDd5-CbQUuijlmDQnJbBg-B-B,"Публичное акционерное общество ""Объединенная авиастроительная корпорация""","ПАО ""ОАК""","г. Москва, ул. Б. Пионерская, д. 1",7708619320,1067759884598,2021-06-29,заочное голосование,принято решение не выплачивать дивиденды,
43,SAWjSDmUkEy14r-C2K9DUBQ-B-B,"Акционерное общество ""Альянстрансатом""","АО ""АТА""","115230, город Москва, улица Нагатинская, дом 4а",7724560930,1057749068002,2021-06-29,собрание,вопрос не поднимался,
44,aPUYvXiG1kOTBGpi2UwrMw-B-B,"Акционерное общество ""Ай-Теко""","АО ""Ай-Теко""","119119, город Москва, Ленинский проспект, дом 42, корпус 6, помещение IV, комната 9",7704160892,1027700031061,2021-06-28,собрание,принято решение выплатить дивиденды,"['Бондаренко Михаила Юрьевича', 'Ремизова Алексея Борисовича', 'Подшивалова Виталия Вячеславовича', 'Львова Владимира Ивановича', 'Журо Бориса Петровича']"
45,bpeR3jn7zE2BAALUOvPeHQ-B-B,"Публичное акционерное общество ""Авиационный комплекс им. С.В.Ильюшина""","ПАО ""Ил""","Российская Федерация, город Москва",7714027882,1027739118659,2021-06-29,собрание,принято решение не выплачивать дивиденды,
46,NPSh1xAtr0KxNgmvfJx0pA-B-B,"Открытое акционерное общество ""Мосшвея""","ОАО ""Мосшвея""","123308, РФ, г. Москва, ул. 4-я Магистральная, д. 11",7714010536,1027700292290,2021-06-25,собрание,принято решение не выплачивать дивиденды,"['Мошкович Александр Михайлович', 'Гиль Наталья Геннадьевна', 'Новакова Татьяна Николаевна', 'Мошкович Светлана Алексеевна', 'Шефер Людмила Сергеевна']"
47,p9e7fGfPmEeL7L0BldL6Mg-B-B,"Акционерное общество ""Спецбытмонтаж""","АО ""Спецбытмонтаж""","119991, г. Москва, улица Большая Якиманка, д.38А",7706013886,1027739754074,2021-06-28,собрание,принято решение не выплачивать дивиденды,
48,2EzlJ3KXaEiH10ojITWTKg-B-B,"Публичное акционерное общество ""Московское производственное объединение по выпуску высокоточных машиностроительных изделий""","ПАО ""Мосточлегмаш""","121354, г. Москва, ул. Дорогобужская, д.14",7731026423,1027739673180,2021-06-29,собрание,принято решение не выплачивать дивиденды,
49,bgx7-Av-AswUu6xQB1tC1vrQ-B-B,"Акционерное общество Холдинговая компания ""Главное всерегиональное строительное управление ""Центр""","АО ХК ""ГВСУ ""Центр""","109147,  г.Москва, ул.Воронцовская, дом 21 А, строение 1",7709261816,1027739053451,2021-06-28,заочное голосование,принято решение не выплачивать дивиденды,"['Букин Юрий Борисович', 'Коломейцев Андрей Владимирович', 'Лихачев Михаил Владимирович', 'Мащенко Георгий Валерьевич', 'Ротенберг Борис Романович', 'Тхор Сергей Владимирович', 'Усикова Анна Анатольевна']"
50,C6WN3ILolkGidrEaV2gxkA-B-B,"Акционерное общество ""Тойота Банк""","АО ""Тойота Банк""","Российская Федерация, город Москва",7750004136,1077711000058,2021-06-29,заочное голосование,вопрос не поднимался,[]
51,r-AC76R6J0Eml63X0AnLDrA-B-B,"Акционерное общество ""Первый Московский приборостроительный завод им. В.А. Казакова""","АО ""1 МПЗ им. В.А. Казакова""","Российская Федерация, 121170, г. Москва, Кутузовский проспект, дом 36",7730044003,1037700051311,2021-06-28,заочное голосование,принято решение не выплачивать дивиденды,"['Васильев Андрей Александрович', 'Могасумов-Ловцев Артем Валерьевич', 'Тарасова Наталья Александровна', 'Попов Евгений Викторович', 'Гребенщикова Елена Евгеньевна']"
52,wpq5Oy0lHE-ClBkyuMzA4-CQ-B-B,"Публичное акционерное общество ""РОСИНТЕР РЕСТОРАНТС ХОЛДИНГ""","ПАО ""РОСИНТЕР РЕСТОРАНТС ХОЛДИНГ""","111024, Москва, ул.Душинская, д.7, стр.1",7722514880,1047796362305,2021-06-28,заочное голосование,принято решение не выплачивать дивиденды,"['Ростислав Ордовский-Танаевский Бланко', 'Владимир Сергеевич Мехришвили', 'Кент Дэвид МакНили', 'Светлана Борисовна Береснева', 'Эмилия Коромото Гарсия Лопез', 'Дмитрий Георгиевич Гущин', 'Размик Гегамович Степанян']"
53,XmYujYJ1-CUi-C4IXesrSp1A-B-B,Закрытое акционерное общество «Ипотечный агент АИЖК 2014-1»,ЗАО «Ипотечный агент АИЖК 2014-1»,"Российская Федерация, 125171, г. Москва, Ленинградское шоссе, дом 16А, строение 1, этаж 8",7743901086,1137746856323,2021-06-28,собрание,принято решение не выплачивать дивиденды,[]
54,kRXARBFXtkazLABdT-AZc3A-B-B,Закрытое акционерное общество «Ипотечный агент АИЖК 2013-1»,ЗАО «Ипотечный агент АИЖК 2013-1»,"125171, Российская Федерация, г. Москва, Ленинградское шоссе, дом 16А, строение 1, этаж 8",7743870582,1127747167680,2021-06-28,собрание,принято решение не выплачивать дивиденды,[]
55,CHtV-Cy4WrUWF3RvB9fE6cg-B-B,"Публичное акционерное общество ""Подзембургаз""","ПАО ""Подзембургаз""","Россия, 141108, Московская область, г. Щелково, ул. Буровая, д. 20",7719091049,1025006519757,2021-06-28,заочное голосование,принято решение выплатить дивиденды,"['ВАЛЕЕВ ДАМИР НАИЛОВИЧ', 'ДЕРЯГИН АЛЕКСЕЙ ВИКТОРОВИЧ', 'ДОРОНИН СЕРГЕЙ ВЛАДИМИРОВИЧ', 'ДУДКА АРТЕМ БОРИСОВИЧ', 'ГАЛАНОВ КОНСТАНТИН НИКОЛАЕВИЧ']"
56,0oqjBXPI-AkaG1vhaFPt7tA-B-B,Публичное акционерное общество «Русолово»,ПАО «Русолово»,"119049, г. Москва, Ленинский пр-т, д. 6, стр. 7, пом. III, комн. 47, эт.3",7706774915,1127746391596,2021-06-28,заочное голосование,принято решение не выплачивать дивиденды,"['Колесов Евгений Александрович', 'Авдеенко Вадим Владимирович', 'Хрущ Александр Александрович', 'Янюшкин Владимир Александрович', 'Пристанский Кирилл Александрович', 'Парфенов Дмитрий Юрьевич', 'Котин Игорь Станиславович']"
57,z-AAGq0Twq0yiQj-A9-CB41vA-B-B,"Акционерное общество ""Научно-производственное объединение ""Молния""","АО ""НПО ""Молния""","125363, Москва, ул. Лодочная, д. 5, корп.1",7733028761,1037739198815,2021-06-28,собрание,вопрос не поднимался,
58,HQcfvkKz6kKru9yjA0HYTA-B-B,Общество с ограниченной ответственностью «Экспобанк»,ООО «Экспобанк»,"107078, г. Москва, ул. Каланчевская, д.29, стр.2",7729065633,1027739504760,2021-06-25,заочное голосование,вопрос не поднимался,[]
59,lRWklUZlM0OI9HkIgfk-AbQ-B-B,"Публичное акционерное общество ""Промышленная компания ""Гермес-Союз""","ПАО ""ПК ""Гермес-Союз""","107023, г. Москва, ул. Суворовская д.6 корп. 7",7719017888,1027700339369,2021-06-28,заочное голосование,принято решение не выплачивать дивиденды,
60,r4jxYLSgUEO8YP42vJgAkg-B-B,"Акционерное общество ""Коммерческая недвижимость Финансово-промышленной корпорации ""Гарант-Инвест""","АО ""Коммерческая недвижимость ФПК ""Гарант-Инвест""","127051, г. Москва, 1-ый Колобовский переулок, д. 23, пом. 1, ком. 3",7726637843,1097746603680,2021-06-28,собрание,принято решение не выплачивать дивиденды,"['Панфилов Алексей Юрьевич', 'Касьянов Игорь Леонидович', 'Грецов Андрей Анатольевич', 'Козовой Артем Геннадьевич', 'Борисов Александр Иванович']"
61,qRiAui5U-AES618ql6qn4DA-B-B,"Акционерное общество ""Мельничный комбинат №4""","АО ""Мелькомбинат №4""","123112, г. Москва,  Пресненская наб., дом 8, стр.1, 2 этаж, помещение I, ком. 91",7703085272,1027739245170,2021-06-25,собрание,вопрос не поднимался,[]
62,ZZqvYtD-AAkSOePEoNGh-CpQ-B-B,"Общество с ограниченной ответственностью ""ГТЛК-1520""","ООО ""ГТЛК-1520""",город Москва,7714435063,1187746938213,2021-06-28,заочное голосование,вопрос не поднимался,[]
63,Bu1j0xpS3U2byif-AN1-Agww-B-B,"Открытое акционерное общество ""Научно-исследовательский институт супер ЭВМ""","ОАО ""НИИ супер ЭВМ""","117437, г. Москва, ул. Академика Волгина, дом 33",7728082611,1027700042347,2021-06-28,собрание,принято решение не выплачивать дивиденды,
64,Th1SBZuoNUW5zKvANFjuaQ-B-B,Публичное акционерное общество «Мечел»,ПАО «Мечел»,"Российская Федерация, г. Москва",7703370008,1037703012896,2021-06-25,собрание,принято решение выплатить дивиденды,
65,skLtvcZ19kqq-ADOeVMJvVA-B-B,Акционерное общество «Научно-исследовательский институт вычислительных комплексов им. М.А.Карцева»,АО «НИИВК им. М.А.Карцева»,"117437, г. Москва, ул. Профсоюзная, д. 108",7728032882,1037700128828,2021-06-25,собрание,принято решение не выплачивать дивиденды,
66,-CIwWh4DWqESifkkKXwu6-Ag-B-B,Публичное акционерное общество «ФосАгро»,ПАО «ФосАгро»,"119333, г. Москва, Ленинский проспект, д. 55/1, стр. 1",7736216869,1027700190572,2021-06-25,заочное голосование,принято решение выплатить дивиденды,[]
67,cvsxCW3AC0KszjtwInddDA-B-B,"Открытое акционерное общество ""Водстрой""","ОАО ""Водстрой""","107078, г.Москва, ул.Новая Басманная, д10, стр.1",7701107668,1027700122526,2021-06-24,собрание,вопрос не поднимался,
68,LrVxHnFTikimY-Aow44U7LA-B-B,"Открытое акционерное общество ""Опытно-конструкторское бюро им. А.С.Яковлева""","ОАО ""ОКБ им. А.С.Яковлева""","125315, г.Москва, Ленинградский проспект, д.68",7714039849,1027739252298,2021-06-24,заочное голосование,вопрос не поднимался,
69,r-Cgn31tP7EGCOApFlc-C1BQ-B-B,"Акционерное общество ""Всероссийский научно-исследовательский институт по переработке нефти""","АО ""ВНИИ НП""","Российская Федерация, город Москва",7722001535,1037739270788,2021-06-25,заочное голосование,принято решение выплатить дивиденды,
70,DDbfbgeIu0yHl0Fdp-AV8yA-B-B,"Закрытое акционерное общество ""Первый Санкт-Петербургский ипотечный агент""","ЗАО ""ИА ПСПб""","119435, РФ,  г. Москва, Большой Саввинский переулок. д.10, стр. 2А",7704836098,1137746447915,2021-06-25,заочное голосование,принято решение не выплачивать дивиденды,[]
71,IW1aLVpEYkugi5mLMlxA-Cg-B-B,"Общество с ограниченной ответственностью ""Городской супермаркет""","ООО ""Городской супермаркет""","Российская Федерация, 113054, г. Москва, ул. Валовая, д. 8/18",7705466989,1027705012312,2021-06-25,собрание,вопрос не поднимался,[]
72,OueAHoBCLkmup7KD-CYzlwQ-B-B,"Закрытое акционерное общество ""Ипотечный агент МТСБ""","ЗАО ""Ипотечный агент МТСБ""","125171, город Москва, Ленинградское шоссе, дом 16А, строение 1, этаж 8",7743896735,1137746700277,2021-06-25,собрание,принято решение не выплачивать дивиденды,[]
73,Dkt7leaRwECuLuFEees3rw-B-B,"Акционерное общество ""Дукс""","АО ""Дукс""","Российская Федерация, г. Москва",7714077682,1027700010579,2021-06-25,заочное голосование,принято решение выплатить дивиденды,
74,Myw57F6us0Wd44cNJnxVJw-B-B,Публичное акционерное общество «МЕРИДИАН»,"ПАО ""МЕРИДИАН""","Россия, 125445, Москва, Смольная улица, дом 24, корпус Д.",7704038268,1027739441971,2021-06-25,собрание,вопрос не поднимался,
75,nmRxo-Azs1kOfUvdSfbSgZw-B-B,"Акционерное общество ""Объединенная двигателестроительная корпорация""","АО ""ОДК""","Российская Федерация, г. Москва",7731644035,1107746081717,2021-06-25,заочное голосование,вопрос не поднимался,[]
76,SztNR2Kqp0uAO4tCcGmJvg-B-B,Публичное акционерное общество «ЭКОСИСТЕМА»,"ПАО ""ЭКОСИСТЕМА""",г. Москва,7703399286,1157746922354,2021-06-24,собрание,принято решение не выплачивать дивиденды,"['Щепоткина Алексея Дмитриевича', 'Матвеева Владислава Геннадьевича', 'Мещанинова Михаила Александровича', 'Баженов Павел Александрович', 'Герасимов Максим Александрович']"
77,fk3GQg6wA0i3eoW6TQh5cw-B-B,"Публичное акционерное общество ""Первый Московский завод радиодеталей""","ПАО ""ПМЗР""",г.Москва,7734034454,1027739693772,2021-06-24,заочное голосование,принято решение не выплачивать дивиденды,"['Лицарева Татьяна Владимировна', 'Корнивец Сергей Валерьевич', 'Косенков Павел Николаевич', 'Пшечук Анна Юрьевна', 'Королева Юлия Александровна', 'Пожарская Татьяна Викторовна', 'Сенчихина Татьяна Михайловна']"
78,Qh564vwT5kWThJsj0w1yuw-B-B,"Открытое акционерное общество ""Народная приватизация""","ОАО ""Народная приватизация""","129110 Россия, г.Москва, ул. Гиляровского 57 оф. 1006",7702080850,1027739430432,2021-06-22,собрание,принято решение выплатить дивиденды,"['Ачильдиев Евгений Рудольфович', 'Жуков Олег Юрьевич', 'Ильин Григорий Валентинович', 'Карпов Виктор Николаевич', 'Павлова Алла Борисовна', 'Семенов Павел Николаевич', 'Хозинская Галина Александровна']"
79,6ZsDDWivZ0eS6A9I4ZZZFg-B-B,Публичное акционерное общество «Газпром»,ПАО «Газпром»,"Российская Федерация, г. Москва",7736050003,1027700070518,2021-06-25,заочное голосование,принято решение выплатить дивиденды,
80,W7txFpH9K0OdGyPnJvBaOw-B-B,«Газпромбанк» (Акционерное общество),Банк ГПБ (АО),г. Москва,7744001497,1027700167110,2021-06-24,заочное голосование,принято решение выплатить дивиденды,
81,5cWQSHFlnUKLU4Uw6jxQxQ-B-B,"Открытое акционерное общество ""Городской сервисный центр малого хлебопечения ""Пекарь и Кондитер""""","ОАО ""ПиК""","127081, Москва, ул. Чермянская, д. 3",7703262644,1027739092094,2021-06-24,собрание,принято решение выплатить дивиденды,"['Маргулиса Ивана Евгеньевича', 'Маргулиса Андрея Валерьевича', 'Маргулиса Михаила Валерьевича', 'Михееву Юлию Николаевну', 'Костикова Сергея Викторовича']"
82,xtLWHqaVVEm-CKM21ElArpw-B-B,Публичное акционерное общество «Нефтяная компания «ЛУКОЙЛ»,ПАО «ЛУКОЙЛ»,г. Москва,7708004767,1027700035769,2021-06-24,заочное голосование,принято решение выплатить дивиденды,"['Алекперов Вагит Юсуфович', 'Блажеев Виктор Владимирович', 'Гати Тоби Тристер', 'Маганов Равиль Ульфатович', 'Маннингс Роджер', 'Порфирьев Борис Николаевич', 'Теплухин Павел Михайлович', 'Федун Леонид Арнольдович', 'Хоба Любовь Николаевна', 'Шаталов Сергей Дмитриевич', 'Шюссель Вольфганг']"
83,VTZ5wvvXN0msfpVuP15RQw-B-B,"Акционерное общество ""Всероссийский научно-исследовательский институт организации, управления и экономики нефтегазовой промышленности""","АО ""ВНИИОЭНГ""","Российская Федерация, г. Москва, ул. Наметкина, д.14, корп. 2",7728011018,1027700101483,2021-06-24,собрание,вопрос не поднимался,[]
84,3i3U7zRtCkifnCcT3MJ1yg-B-B,"Публичное акционерное общество ""Завод имени И.А. Лихачева""",АМО ЗИЛ,"115280, г. Москва, ул. Автозаводская, д. 23А, корпус 2, этаж 2 пом. 201",7725043886,1027700135759,2021-06-24,заочное голосование,принято решение не выплачивать дивиденды,"['Дончило Василий Васильевич', 'Дурбале Дмитрий Александрович', 'Егиян Мария Юрьевна', 'Коваленко Сергей Александрович', 'Репинская Анна Эдуардовна', 'Самсонов Вадим Владимирович', 'Табельский Андрей Николаевич', 'Хафизов Валерий Эрнестович', 'Цуркан Алексей Викторович']"
85,wm1GbSlqFEe44gxoZMIrQA-B-B,Публичное акционерное общество РОСБАНК,ПАО РОСБАНК,"107078, г. Москва, ул. Маши Порываевой, д. 34",7730060164,1027739460737,2021-06-24,заочное голосование,принято решение не выплачивать дивиденды,
86,9yiLAySQBE-CcSswIJnIJgg-B-B,Публичное акционерное общество «Туполев»,ПАО «Туполев»,"105005, г. Москва, наб. Академика Туполева, д. 17",7705313252,1027739263056,2021-06-24,собрание,принято решение не выплачивать дивиденды,
87,7hz7hoyoOUqKDouMIqdTiQ-B-B,"Публичное акционерное общество энергетики и электрификации ""Мосэнерго""","ПАО ""Мосэнерго""","119526, г. Москва,  проспект Вернадского 101 корп. 3",7705035012,1027700302420,2021-06-23,заочное голосование,принято решение выплатить дивиденды,"['Маркелов Виталий Анатольевич', 'Комиссаров Константин Васильевич', 'Федоров Денис Владимирович', 'Сухов Геннадий Николаевич', 'Иванников Александр Сергеевич', 'Михайлова Елена Владимировна', 'Черников Алексей Владимирович', 'Соловьев Александр Андреевич', 'Табельский Андрей Николаевич', 'Собицкий Алексей Андреевич', 'Хорев Андрей Викторович', 'Бутко Александр Александрович', 'Шацкий Павел Олегович']"
88,6HUZzBfUJUWqLVdItWxKHQ-B-B,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМЫ БЕЗОПАСНОСТИ""","ООО ""СИСТЕМЫ БЕЗОПАСНОСТИ""","125167, г. Москва, ул. Викторенко, д.5, строение 1, этаж 6 часть комнаты 36.",7705875903,5137746188949,2021-06-23,собрание,вопрос не поднимался,[]
89,QLFOY-Ci3l06aKmLxj9g-APg-B-B,"Публичное Акционерное Общество  ""Московский машиностроительный завод "" Рассвет""","ПАО ""ММЗ ""Рассвет""","123022, г.  Москва, Столярный переулок, дом 3, корпус 12",7703010005,1027739055090,2021-06-23,собрание,принято решение не выплачивать дивиденды,"['Устенко Евгений Борисович', 'Клячин Александр Ильич', 'Ильичева Светлана Викторовна', 'Ногин Евгений Валерьевич', 'Романченко Александр Валерьевич', 'Москаленко Денис Юрьевич', 'Комаровский Вадим Петрович']"
90,e5JjaE-CCUEeBjTb430kZGA-B-B,"Публичное акционерное общество ""БЕРТРЕМ""","ПАО ""БЕРТРЕМ""",г. Москва,7705199677,1037700061849,2021-06-23,заочное голосование,принято решение выплатить дивиденды,[]
